x,y,objectid,globalid,fireoccurid,cn,revdate,firename,complexname,fireyear,uniqfireid,sofirenum,localfirenum,securityid,discoverydatetime,sizeclass,totalacres,statcause,comments,datasource,fireoutdatetime,owneragency,unitidowner,protectionagency,unitidprotect,latdd83,longdd83,firetypecategory,pointtype,perimexists,firerptqc,dbsourceid,dbsourcedate,accuracy,shape
-106.02416667,39.49833333,231055076,{52954D19-DEA4-4F04-B608-891858546FE4},,,2023/03/29 11:10:56+00,Gibson,,1999,1999-COWRF-000 ,008, ,0215,1999/07/13 00:00:01+00,A,0.2,Camping, ,24,1999/07/14 12:40:01+00,USFS,COWRF,USFS,COWRF,39.49833,-106.02417,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.17166667,39.23333333,231055077,{44AA1AF1-D2B6-45E5-A5AD-12145D864F39},,,2023/03/29 11:10:59+00, ,,1992,1992-COWRF-000 ,036, ,0215,1992/09/25 00:00:01+00,B,0.3,Lightning, ,24,1992/09/27 19:00:01+00,USFS,COWRF,USFS,COWRF,39.23333,-107.17167,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.638063688,39.368938258,231055078,{37A9D460-B024-44EF-AA2E-2C8213111114},,,2023/03/29 11:10:59+00, ,,1940,1940-COWRF-000,0,,0215,,C,,Lightning,,24,,USFS,COWRF,USFS,COWRF,39.36894,-106.63806,WF,General,N,NA,0215,2024/09/24 04:01:15+00,24000,
-106.4,39.66666667,231055079,{60B009F9-D83D-4C81-AC7D-4D07C0911638},,,2023/03/29 11:10:56+00, ,,1991,1991-COWRF-000 ,027, ,0215,1991/10/16 00:00:01+00,B,2,Debris/Open Burning, ,24,1991/10/18 18:00:01+00,USFS,COWRF,USFS,COWRF,39.66667,-106.4,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.30861111,39.93166667,231055080,{F6991D4F-8CCA-4F2D-9AAA-8D4B48F10695},,,2023/03/29 11:10:59+00,Marvine Park,,2010,2010-COWRF-000197,061,197,0215,2010/07/03 00:00:01+00,A,0.1,Lightning,This fire was natural out and the only resource to be on the fire was AA-3ME.,24,2010/07/13 17:30:01+00,USFS,COWRF,USFS,COWRF,39.93167,-107.30861,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.6,39.41666667,231055081,{1FF8E5C8-123F-47F2-B9D6-608977DB91F9},,,2023/03/29 11:10:56+00,Eagle Lake,,1998,1998-COWRF-000 ,018, ,0215,1998/09/30 00:00:01+00,A,0.1,Camping, ,24,1998/09/30 18:44:01+00,USFS,COWRF,USFS,COWRF,39.41667,-106.6,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.20111111,39.6575,231055082,{AFBEB2B8-D68B-44EF-A0D6-B3162032AB78},,,2023/03/29 11:10:59+00,Coffee Pot,,2009,2009-COWRF-000616,046,616,0215,2009/10/20 00:00:01+00,A,0.01,Camping, ,24,2010/01/05 11:27:01+00,USFS,COWRF,USFS,COWRF,39.6575,-107.20111,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.80583333,39.25694444,231055083,{E620CCC1-D4F3-4A11-AFCD-694129541522},,,2023/03/29 11:10:56+00,Daisy,,2000,2000-COWRF-000 ,012, ,0215,2000/07/21 00:00:01+00,A,0.1,Lightning, ,24,2000/07/21 18:24:01+00,USFS,COWRF,USFS,COWRF,39.25694,-106.80583,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.38444444,39.38416667,231055084,{78D7A46C-8D59-43DF-BD17-A2F191986C4B},,,2023/03/29 11:10:59+00,Baldy,,2002,2002-COWRF-000 ,006, ,0215,2002/06/06 00:00:01+00,A,0.1,Camping, ,24,2002/06/06 16:10:01+00,USFS,COWRF,USFS,COWRF,39.38417,-107.38444,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.275,39.56666667,231055085,{75AF3A8A-8FA7-4BE1-863D-815AAD26B7C1},,,2023/03/29 11:10:56+00, ,,1987,1987-COWRF-000 ,008, ,0215,1987/06/15 00:00:01+00,A,0.1,Lightning, ,24,1987/06/17 19:01:01+00,USFS,COWRF,USFS,COWRF,39.56667,-107.275,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.45055556,39.62694444,231055086,{A86B11D0-5ADB-402A-9865-68C862874B9A},,,2023/03/29 11:10:59+00,Davos,,2005,2005-COWRF-000072,002,072,0215,2005/06/07 00:00:01+00,A,0.1,Camping, ,24,2005/06/12 17:15:01+00,USFS,COWRF,USFS,COWRF,39.62694,-106.45056,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.63833333,39.43333333,231055087,{70186D93-E5A8-4531-9E2A-3514AABBD9E3},,,2023/03/29 11:10:59+00, ,,1987,1987-COWRF-000 ,037, ,0215,1987/11/05 00:00:01+00,A,0.2,Smoking, ,24,1987/11/05 20:00:01+00,USFS,COWRF,USFS,COWRF,39.43333,-106.63833,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.68222222,39.50444444,231055088,{AE2C9FC8-F736-40AC-926F-69EFE0A00396},,,2023/03/29 11:10:56+00,Yeoman,,2011,2011-COWRF-000166,007,166,0215,2011/07/04 00:00:01+00,A,0.1,Camping, ,24,2011/07/07 18:00:01+00,USFS,COWRF,USFS,COWRF,39.50444,-106.68222,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.52277778,39.73416667,231055089,{A15D0808-E373-4B8E-9038-7C795B37EFDF},,,2023/03/29 11:10:59+00,Cline Top,,2012,2012-COWRF-000368,010,368,0215,2012/07/08 00:00:01+00,A,0.1,Lightning, ,24,2012/07/09 15:09:01+00,USFS,COWRF,USFS,COWRF,39.73417,-107.52278,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.59583333,39.69138889,231055090,{B93782DA-48BB-4982-8416-97C928E61FE5},,,2023/03/29 11:10:56+00,Beard,,2007,2007-COWRF-000062,001,062,0215,2007/05/26 00:00:01+00,A,0.1,Camping, ,24,2007/05/27 16:47:01+00,USFS,COWRF,USFS,COWRF,39.69139,-106.59583,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-108.06666667,39.32888889,231055091,{D14771EE-7BFC-4AFE-AB07-8033B7B31289},,,2023/03/29 11:10:59+00,Gnat,,2001,2001-COWRF-000 ,007, ,0215,2001/06/25 00:00:01+00,A,0.1,Lightning, ,24,2001/06/28 10:00:01+00,USFS,COWRF,USFS,COWRF,39.32889,-108.06667,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.08333333,39.645,231055092,{A6026B27-B046-4F84-A9CD-D69D4F011BC9},,,2023/03/29 11:10:56+00, ,,1987,1987-COWRF-000 ,028, ,0215,1987/09/27 00:00:01+00,A,0.1,Other Human Cause, ,24,1987/09/27 17:01:01+00,USFS,COWRF,USFS,COWRF,39.645,-106.08333,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-105.89833333,39.53583333,231055093,{5C070858-ADBF-4F22-8021-878FADD217EA},,,2023/03/29 11:10:56+00,Montezuma Road,,2012,2012-COWRF-000133,054,133,0215,2012/05/26 00:00:01+00,A,0.1,Undetermined, ,24,2012/05/26 20:43:01+00,USFS,COWRF,USFS,COWRF,39.53583,-105.89833,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.15527778,39.57138889,231055094,{C0F10C30-8BA6-4261-861F-AD37FB1D97C6},,,2023/03/29 11:10:59+00,Cinnamon Creek,,2003,2003-COWRF-000 ,003, ,0215,2003/07/18 00:00:01+00,A,0.1,Lightning, ,24,2003/07/20 12:01:01+00,USFS,COWRF,USFS,COWRF,39.57139,-107.15528,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.51333333,39.83333333,231055095,{A060F256-9FCA-4F58-9EC0-D77067405E12},,,2023/03/29 11:10:59+00,Cliff Lake,,1995,1995-COWRF-000 ,017, ,0215,1995/09/08 00:00:01+00,A,0.1,Lightning, ,24,1995/09/09 12:43:01+00,USFS,COWRF,USFS,COWRF,39.83333,-107.51333,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.83972222,39.4925,231055096,{56401EC7-E697-4199-971A-027DBD8DAB7D},,,2023/03/29 11:10:56+00,Gypsum Creek,,2010,2010-COWRF-000173,023,173,0215,2010/06/27 00:00:01+00,A,0.1,Camping, ,24,2010/07/20 12:13:01+00,USFS,COWRF,USFS,COWRF,39.4925,-106.83972,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.76666667,39.47166667,231055097,{D5A3BE1A-709C-4996-AF86-C97A42D8790A},,,2023/03/29 11:10:59+00, ,,1988,1988-COWRF-000 ,039, ,0215,1988/09/20 00:00:01+00,A,0.1,Camping, ,24,1988/09/21 00:01:01+00,USFS,COWRF,USFS,COWRF,39.47167,-107.76667,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.03333333,39.58333333,231055098,{EA10F6AC-1E3F-4A01-BA4B-5916C2194269},,,2023/03/29 11:10:56+00,Lowry,,1998,1998-COWRF-000 ,013, ,0215,1998/09/09 00:00:01+00,A,0.1,Camping, ,24,1998/09/09 19:00:01+00,USFS,COWRF,USFS,COWRF,39.58333,-106.03333,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.77166667,39.36666667,231055099,{44FCEFAD-F8A7-4508-A7FF-8874108F19AD},,,2023/03/29 11:10:56+00, ,,1989,1989-COWRF-000 ,034, ,0215,1989/09/03 00:00:01+00,B,1.5,Camping, ,24,1989/09/04 18:00:01+00,USFS,COWRF,USFS,COWRF,39.36667,-106.77167,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.55833333,39.81,231055100,{BCFA0AD0-10CC-45D9-86A0-5AE048750ECD},,,2023/03/29 11:10:59+00, ,,1992,1992-COWRF-000 ,031, ,0215,1992/09/04 00:00:01+00,A,0.1,Undetermined, ,24,1992/09/09 21:00:01+00,USFS,COWRF,USFS,COWRF,39.81,-107.55833,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.30666667,39.775,231055101,{8F5A7B42-92E6-4765-868C-693B63FFED3D},,,2023/03/29 11:10:59+00, ,,1992,1992-COWRF-000 ,025, ,0215,1992/08/13 00:00:01+00,A,0.1,Lightning, ,24,1992/08/17 18:00:01+00,USFS,COWRF,USFS,COWRF,39.775,-107.30667,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.132136065,39.547533799,231055102,{0DE7093C-48C1-4C40-9A9D-BAC6F48D22BE},,,2023/03/29 11:10:56+00, ,,1962,1962-COWRF-000,0,,0215,,A,,Undetermined,,24,,USFS,COWRF,USFS,COWRF,39.54753,-106.13214,WF,General,N,NA,0215,2024/09/24 04:01:15+00,24000,
-106.08,39.395,231055103,{44F7EE73-7934-4703-A74C-E9F7DC86E5A3},,,2023/03/29 11:10:56+00, ,,1986,1986-COWRF-000 ,017, ,0215,1986/09/05 00:00:01+00,A,0.1,Other Human Cause, ,24,1986/09/06 12:00:01+00,USFS,COWRF,USFS,COWRF,39.395,-106.08,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.34444444,39.82194444,231055104,{B00DAAC2-0C27-4753-811F-F805D38F1253},7713BC99-3661-4A3E-922E-C704997891E4,,2023/03/29 11:10:59+00,Eaglesmere,,2017,2017-COWRF-000395,022,395,0215,2017/08/11 12:01:01+00,A,0.1,Camping,,24,2017/08/12 15:00:01+00,USFS,COWRF,USFS,COWRF,39.82194,-106.34444,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-105.92527778,39.56277778,231055105,{F262395D-593C-47EB-8B58-D9150C8EB3B6},,,2023/03/29 11:10:56+00,Bergman,,2005,2005-COWRF-000459,021,459,0215,2005/09/08 00:00:01+00,A,0.1,Lightning, ,24,2005/09/12 16:47:01+00,USFS,COWRF,USFS,COWRF,39.56278,-105.92528,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.08333333,39.90833333,231055106,{600D6EA0-028B-4905-8406-FE1DCB8C1340},,,2023/03/29 11:10:56+00, ,,1991,1991-COWRF-000 ,028, ,0215,1991/10/16 00:00:01+00,C,80,Camping, ,24,1991/11/01 18:00:01+00,USFS,COWRF,USFS,COWRF,39.90833,-107.08333,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.64666667,39.53166667,231055107,{4E674BC4-0A5F-453C-9022-A97B37E6AA15},,,2023/03/29 11:10:59+00,Polar Star,,1994,1994-COWRF-000 ,031, ,0215,1994/07/16 00:00:01+00,A,0.1,Lightning, ,24,1994/07/17 18:00:01+00,USFS,COWRF,USFS,COWRF,39.53167,-106.64667,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.37166667,39.455,231055108,{EE1A031E-F857-4336-B6C5-9C31130FB10B},,,2023/03/29 11:10:59+00, ,,1991,1991-COWRF-000 ,019, ,0215,1991/10/02 00:00:01+00,B,6,Lightning, ,24,1991/10/08 14:00:01+00,USFS,COWRF,USFS,COWRF,39.455,-106.37167,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.09472222,39.28472222,231055109,{D8DCBCA4-5752-4353-861A-51B389254AF6},,,2023/03/29 11:10:56+00,Middle Sopris,,2003,2003-COWRF-000 ,030, ,0215,2003/08/15 00:00:01+00,A,0.1,Lightning, ,24,2003/08/18 13:00:01+00,USFS,COWRF,USFS,COWRF,39.28472,-107.09472,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-105.926732,39.559774,231055110,{D7A1E580-A663-47A7-9D02-6B10E2B27633},107D0ED1-F422-4896-811D-D01BEDFA7B89,,2024/03/27 14:21:08+00,8 Iron,,2022,2022-COWRF-220082,,220082,0215,2022/06/20 18:19:01+00,A,0.1,Undetermined,,24,2022/06/20 20:10:01+00,USFS,COWRF,USFS,COWRF,39.55977,-105.9267,WF,Ignition,Y,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.0425,39.18555556,231055111,{9CB74843-CF43-4203-B994-E94B99A2DFA8},77152201-2837-42E7-94E8-C6C5F8DACEC7,,2024/03/27 14:21:08+00,Snowman,,2018,2018-COWRF-000640,032,640,0215,2018/09/20 17:45:01+00,A,0.1,Camping,,24,2018/09/20 17:45:01+00,USFS,COWRF,USFS,COWRF,39.18556,39.18556,WF,General,Y,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.33388889,39.44805556,231055112,{BF405946-E8EE-4316-A94B-2F0ACF2C8CA8},,,2023/03/29 11:10:56+00,Nova,,2012,2012-COWRF-000125,002,125,0215,2012/05/24 00:00:01+00,A,0.1,Debris/Open Burning, ,24,2012/05/26 12:45:01+00,USFS,COWRF,USFS,COWRF,39.44806,-106.33389,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.42166667,39.64166667,231055113,{65D4FC14-6F3E-4E4E-84FE-06F905B2E647},,,2023/03/29 11:10:56+00, ,,1988,1988-COWRF-000 ,005, ,0215,1988/07/10 00:00:01+00,B,0.7,Other Human Cause, ,24,1988/07/13 09:00:01+00,USFS,COWRF,USFS,COWRF,39.64167,-106.42167,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.21111111,39.51583333,231055114,{0509FE09-2FDA-4777-926C-91EF22E36995},E9D9AAB7-7F03-4A69-93FF-5E9BE2D3E6B6,,2024/03/27 14:21:08+00,MM191,,2018,2018-COWRF-000196,009,196,0215,2018/06/29 15:54:01+00,A,0.1,Undetermined,,24,2018/06/29 14:54:01+00,USFS,COWRF,USFS,COWRF,39.51583,39.51583,WF,General,Y,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.24333333,39.55916667,231055115,{F2AE862C-FC52-468F-9C08-9CEA7BD82ABB},,,2023/03/29 11:10:56+00,Grizzley,,2008,2008-COWRF-000401,014,401,0215,2008/08/27 00:00:01+00,A,0.25,Lightning,This fire was not entered by mistake in 2008.,24,2008/09/03 17:00:01+00,USFS,COWRF,USFS,COWRF,39.55917,-107.24333,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.09166667,39.6,231055116,{9D03BF88-024C-4B8C-866C-0A686BCEE565},,,2023/03/29 11:10:56+00,Biker Dude,,1994,1994-COWRF-000 ,026, ,0215,1994/07/13 00:00:01+00,A,0.1,Incendiary, ,24,1994/07/13 21:00:01+00,USFS,COWRF,USFS,COWRF,39.6,-106.09167,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.43166667,39.83666667,231055117,{5B3CD1C6-B9CD-4A9D-A7E5-3DA23E6D9022},,,2023/03/29 11:10:56+00, ,,1988,1988-COWRF-000 ,040, ,0215,1988/09/30 00:00:01+00,A,0.1,Lightning, ,24,1988/10/02 18:00:01+00,USFS,COWRF,USFS,COWRF,39.83667,-106.43167,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.03,39.525,231055118,{43F84B59-247E-4311-BCFA-8F91A2CADD80},,,2023/03/29 11:10:56+00, ,,1987,1987-COWRF-000 ,004, ,0215,1987/05/15 00:00:01+00,A,0.1,Lightning, ,24,1987/05/15 22:01:01+00,USFS,COWRF,USFS,COWRF,39.525,-106.03,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.41305556,39.5325,231055119,{FDDE0AA7-0430-4683-BD50-733056220232},,,2023/03/29 11:10:56+00,Tigiwon,,2013,2013-COWRF-000332,014,332,0215,2013/07/31 00:00:01+00,A,0.1,Camping, ,24,2013/07/31 14:45:01+00,USFS,COWRF,USFS,COWRF,39.5325,-106.41306,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.25833333,39.63166667,231055120,{BFE084AB-EDAC-408E-88FB-22D4068D6D71},,,2023/03/29 11:10:56+00,Gore Creek,,1999,1999-COWRF-000 ,016, ,0215,1999/10/04 00:00:01+00,B,2,Lightning, ,24,1999/10/18 09:30:01+00,USFS,COWRF,USFS,COWRF,39.63167,-106.25833,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.75,39.78333333,231055121,{9A624105-B317-44D5-82C3-C1996CA7BE9B},,,2023/03/29 11:10:59+00, ,,1990,1990-COWRF-000 ,012, ,0215,1990/07/28 00:00:01+00,B,5,Lightning, ,24,1990/07/31 21:00:01+00,USFS,COWRF,USFS,COWRF,39.78333,-107.75,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.25472222,39.55666667,231055122,{C28C593B-22E5-4EAE-A56F-56E8C9FF655F},,,2023/03/29 11:10:56+00,Shrine Pass,,2005,2005-COWRF-000502,019,502,0215,2005/09/27 00:00:01+00,A,0.1,Camping, ,24,2005/10/12 16:30:01+00,USFS,COWRF,USFS,COWRF,39.55667,-106.25472,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.56666667,39.71666667,231055123,{7C484828-1D16-4EE3-9EC2-03F3F0C8AD0C},,,2023/03/29 11:10:59+00, ,,1990,1990-COWRF-000 ,019, ,0215,1990/08/23 00:00:01+00,A,0.1,Camping, ,24,1990/08/23 21:01:01+00,USFS,COWRF,USFS,COWRF,39.71667,-106.56667,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.963410509,39.338146227,231055124,{5C4224DD-5AD0-4E94-B9C6-5ED7B8EC3451},BF3A33E3-DD0C-4C7E-9812-34D496255A72,,2024/03/27 14:21:08+00,Wheat Gulch,,2021,2021-COWRF-210160,,210160,0215,2021/06/18 23:22:01+00,B,0.5,Lightning,,24,2021/06/20 21:00:01+00,USFS,COWRF,USFS,COWRF,39.3404,-106.9613,WF,General,Y,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.3525,39.35944444,231055125,{7B1A3ABB-6604-49B2-935F-E61C948FC3CA},,,2023/03/29 11:10:56+00,Yank Creek,,2003,2003-COWRF-000 ,013, ,0215,2003/07/18 00:00:01+00,B,0.4,Lightning, ,24,2003/07/20 11:44:01+00,USFS,COWRF,USFS,COWRF,39.35944,-107.3525,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.285910573,39.267146196,231055126,{6FCB02F7-3F04-4FEB-9F82-EBF3F3B805A0},419BD918-C8D0-4897-997F-93CF16661A91,,2024/03/27 14:21:08+00,Parsnip,,2020,2020-COWRF-000044,,44,0215,2020/05/04 16:00:01+00,B,7,Camping,,24,2020/05/13 12:00:01+00,USFS,COWRF,USFS,COWRF,39.26715,-107.28591,WF,General,Y,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.96861111,39.45194444,231055127,{4ADB058E-8A4E-44E0-9FAD-C744663BE664},,,2023/03/29 11:10:56+00,Cattle Creek,,2013,2013-COWRF-000482,025,482,0215,2013/09/07 00:00:01+00,A,0.1,Lightning, ,24,2013/09/08 17:40:01+00,USFS,COWRF,USFS,COWRF,39.45194,-106.96861,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.09333333,39.07944444,231055128,{5CCFE3DD-153A-49F1-8493-639022987DCF},,,2023/03/29 11:10:59+00,Marble,,2006,2006-COWRF-000488,021,488,0215,2006/07/30 00:00:01+00,A,0.1,Lightning, ,24,2006/07/30 18:15:01+00,USFS,COWRF,USFS,COWRF,39.07944,-107.09333,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.85166667,39.83333333,231055129,{4470FB4A-9D24-4FB6-A371-0B7C4C9C5388},,,2023/03/29 11:10:56+00,Van Winkle,,1996,1996-COWRF-000 ,025, ,0215,1996/08/31 00:00:01+00,A,0.2,Lightning, ,24,1996/09/02 19:00:01+00,USFS,COWRF,USFS,COWRF,39.83333,-107.85167,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.22111111,39.81111111,231055130,{0B8060F0-22F6-4A41-88E5-C1E7E9D23AE3},367611DF-76CB-4F6C-B611-4B4297402D7C,,2023/03/29 11:10:59+00,Brush Creek,,2015,2015-COWRF-000449,019,449,0215,2015/10/02 00:00:01+00,D,234,Lightning, ,24,2015/11/17 09:00:01+00,USFS,COWRF,USFS,COWRF,39.81111,-106.22111,WF,General,Y,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.52833333,39.24333333,231055131,{0149490D-6952-4358-B2AB-1B62529A4DB9},,,2023/03/29 11:10:59+00,Frying Pan,,1996,1996-COWRF-000 ,011, ,0215,1996/08/10 00:00:01+00,A,0.1,Camping, ,24,1996/08/10 17:25:01+00,USFS,COWRF,USFS,COWRF,39.24333,-106.52833,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.14722222,39.53888889,231055132,{A76F9206-0D92-41BE-9C4D-72FFD1533253},,,2023/03/29 11:10:56+00,Copper,,2011,2011-COWRF-000263,018,263,0215,2011/07/29 00:00:01+00,A,0.1,Camping, ,24,2011/07/29 13:02:01+00,USFS,COWRF,USFS,COWRF,39.53889,-106.14722,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.37333333,39.50444444,231055133,{F4CFBD69-5FA4-4A57-BC69-751DEA909179},,,2023/03/29 11:10:56+00,Iron,,2010,2010-COWRF-000217,033,217,0215,2010/07/06 00:00:01+00,B,0.5,Camping, ,24,2010/07/25 14:28:01+00,USFS,COWRF,USFS,COWRF,39.50444,-106.37333,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.55055556,39.81416667,231055134,{0E268BB2-A90D-4CDE-977C-74698B6D309C},,,2023/03/29 11:10:56+00,Meadow Lake,,2003,2003-COWRF-000 ,025, ,0215,2003/08/14 00:00:01+00,A,0.1,Lightning, ,24,2003/08/15 10:35:01+00,USFS,COWRF,USFS,COWRF,39.81417,-107.55056,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.11833333,39.95,231055135,{041F5782-6839-4EFE-8824-79B883394529},,,2023/03/29 11:10:56+00,Middle Derby,,1999,1999-COWRF-000 ,031, ,0215,1999/11/15 00:00:01+00,D,265,Undetermined, ,24,1999/12/07 10:00:01+00,USFS,COWRF,USFS,COWRF,39.95,-107.11833,WF,General,Y,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.352856677,39.592871076,231055136,{020E90C0-6916-48FA-8F43-96A7CA246692},,,2023/03/29 11:10:56+00, ,,1934,1934-COWRF-000,0,,0215,,D,,Smoking,,24,,USFS,COWRF,USFS,COWRF,39.59287,-107.35286,WF,General,N,NA,0215,2024/09/24 04:01:15+00,24000,
-106.910109342,37.86096429,231055137,{197D18D9-B747-4F4D-9543-E7E7D65AD51C},,0,2022/06/13 00:00:00+00, ,,1974,1974-CORGF- 000018,018,018,0209,1974/07/01 00:00:00+00,A,0.1,Lightning,,46,1974/07/01 00:00:00+00,USFS,CORGF,USFS,CORGF,37.86096,-106.91011,WF,General,N,NA,0209,2024/09/24 04:01:15+00,,
-106.930540945,37.875203084,231055138,{4FE3F22A-DF86-4E06-8AC6-516D42E788C9},,0,2022/06/13 00:00:00+00, ,,1976,1976-CORGF- 000016,016,016,0209,1976/10/21 00:00:00+00,B,0.1,Camping,,46,1976/10/21 00:00:00+00,USFS,CORGF,USFS,CORGF,37.8752,-106.93054,WF,General,N,NA,0209,2024/09/24 04:01:15+00,,
-106.647435236,37.578258866,231055139,{1B805D61-E061-43D6-87C1-D6281F740BF0},,0,2022/06/13 00:00:00+00, ,,1978,1978-CORGF- 000005,005,005,0209,1978/07/11 00:00:00+00,B,0.1,Camping,,46,1978/07/11 00:00:00+00,USFS,CORGF,USFS,CORGF,37.57826,-106.64744,WF,General,N,NA,0209,2024/09/24 04:01:15+00,,
-106.415415616,37.581294391,231055140,{BCC01853-1695-490D-B3D6-E923FC24AB2D},,0,2022/06/13 00:00:00+00, ,,1976,1976-CORGF- 000019,019,019,0209,1976/10/17 00:00:00+00,A,0.1,Camping,,46,1976/10/17 00:00:00+00,USFS,CORGF,USFS,CORGF,37.58129,-106.41542,WF,General,N,NA,0209,2024/09/24 04:01:15+00,,
-106.762704046,37.759381313,231055141,{30B838EE-0609-4221-A936-05CB52189402},,0,2022/06/13 00:00:00+00, ,,1983,1983-CORGF- 000003,3,3,0209,1983/07/12 00:00:00+00,A,0.1,Lightning,,46,1983/07/12 00:00:00+00,USFS,CORGF,USFS,CORGF,37.75938,-106.7627,WF,General,N,NA,0209,2024/09/24 04:01:15+00,,
-106.57768438,37.914219524,231055142,{78D4DF5D-9CB9-4573-BD57-D44D2F583C29},,0,2022/06/13 00:00:00+00, ,,1980,1980-CORGF- 000023,23,23,0209,1980/10/06 00:00:00+00,B,0.1,Camping,,46,1980/10/06 00:00:00+00,USFS,CORGF,USFS,CORGF,37.91422,-106.57768,WF,General,N,NA,0209,2024/09/24 04:01:15+00,,
-106.66720509,37.654200002,231055143,{9EF203AE-8A83-4FC1-BAB2-DE60E0C5D061},,0,2022/06/13 00:00:00+00, ,,1985,1985-CORGF- 000011,11,11,0209,1985/07/18 00:00:00+00,A,0.1,Lightning,,46,1985/07/18 00:00:00+00,USFS,CORGF,USFS,CORGF,37.6542,-106.66721,WF,General,N,NA,0209,2024/09/24 04:01:15+00,,
-106.6,37.650555555,231055144,{FDC1E375-1B02-4793-B4EF-B42F7B15B8DC},,0,2022/06/13 00:00:00+00,WILLOW CREEK,,2002,2002-CORGF- 000002,002,002,0209,2002/04/24 00:00:00+00,B,3,Incendiary,,46,2002/04/25 00:00:00+00,USFS,CORGF,USFS,CORGF,37.65056,-106.6,WF,General,N,NA,0209,2024/09/24 04:01:15+00,,
